region_i,region_j,site_1,site_2,abs_z,p_raw,is_diag,reject_fdr
6,9,NEUROIMAGE,PEKING,1.4619911113635191,0.14374364565179285,False,False
6,10,NEUROIMAGE,PEKING,0.36578897735050614,0.714522545534622,False,False
6,11,NEUROIMAGE,PEKING,1.376600793134118,0.16863570555753626,False,False
6,12,NEUROIMAGE,PEKING,2.120160458998268,0.033992515734082455,False,False
6,13,NEUROIMAGE,PEKING,0.6793753272710406,0.4969000788115071,False,False
6,14,NEUROIMAGE,PEKING,2.2738812748420947,0.022973125838988098,False,False
6,15,NEUROIMAGE,PEKING,0.6828166798794153,0.494722688414879,False,False
6,16,NEUROIMAGE,PEKING,0.4688045750436348,0.6392093294742907,False,False
6,17,NEUROIMAGE,PEKING,0.47955848276252383,0.6315413737714053,False,False
6,18,NEUROIMAGE,PEKING,2.2163654601565335,0.02666648320724343,False,False
6,19,NEUROIMAGE,PEKING,0.03966137691565871,0.9683630941891801,False,False
6,20,NEUROIMAGE,PEKING,0.6831935398657791,0.4944845542140819,False,False
6,21,NEUROIMAGE,PEKING,1.7782036413104312,0.07537041512255416,False,False
6,22,NEUROIMAGE,PEKING,0.791772837791131,0.42849314288566,False,False
6,23,NEUROIMAGE,PEKING,0.9441941084088666,0.34507046535483044,False,False
6,24,NEUROIMAGE,PEKING,3.245997021034125,0.001170400641803508,False,False
6,25,NEUROIMAGE,PEKING,0.6197931583703936,0.5353939735629902,False,False
6,26,NEUROIMAGE,PEKING,1.6700609516923588,0.09490730486992026,False,False
6,27,NEUROIMAGE,PEKING,1.2739733331973009,0.20267286704429333,False,False
6,28,NEUROIMAGE,PEKING,0.24071561447575132,0.8097755361673863,False,False
6,29,NEUROIMAGE,PEKING,1.6475701066340642,0.0994409189215145,False,False
6,30,NEUROIMAGE,PEKING,0.7672382061174904,0.442939900948785,False,False
6,31,NEUROIMAGE,PEKING,0.20730920537955227,0.8357683854557598,False,False
6,32,NEUROIMAGE,PEKING,1.720189482137406,0.08539800427679474,False,False
6,33,NEUROIMAGE,PEKING,0.6940653620433773,0.48764121967692453,False,False
6,34,NEUROIMAGE,PEKING,0.09403106398345601,0.9250844805613114,False,False
6,35,NEUROIMAGE,PEKING,0.40607948048261033,0.684684202158878,False,False
6,36,NEUROIMAGE,PEKING,0.3377733034705116,0.7355340294435688,False,False
6,37,NEUROIMAGE,PEKING,1.0954886251714917,0.27330262615448697,False,False
6,38,NEUROIMAGE,PEKING,3.318645850887733,0.0009045507025305449,False,False
6,39,NEUROIMAGE,PEKING,0.04739961220463931,0.9621947380903889,False,False
6,40,NEUROIMAGE,PEKING,1.1649444628213885,0.24404147407818944,False,False
6,41,NEUROIMAGE,PEKING,0.6912145890699847,0.4894306970011252,False,False
6,42,NEUROIMAGE,PEKING,2.2326605827655075,0.02557133568630789,False,False
6,43,NEUROIMAGE,PEKING,2.2329450284760375,0.02555256968319764,False,False
6,44,NEUROIMAGE,PEKING,2.441841547981255,0.01461255862872194,False,False
6,45,NEUROIMAGE,PEKING,0.23119958226603482,0.817159754517183,False,False
6,46,NEUROIMAGE,PEKING,2.4484248222272793,0.014348236908673708,False,False
7,0,NEUROIMAGE,PEKING,0.92753123763465,0.35365078078970325,False,False
7,1,NEUROIMAGE,PEKING,0.2101110403920317,0.8335810088235912,False,False
7,2,NEUROIMAGE,PEKING,0.11840656162826013,0.9057455269277083,False,False
7,3,NEUROIMAGE,PEKING,0.1272332880260486,0.8987557594369717,False,False
7,4,NEUROIMAGE,PEKING,1.1756489921146316,0.23973516942576611,False,False
7,5,NEUROIMAGE,PEKING,0.9913790749041324,0.3215005139715388,False,False
7,6,NEUROIMAGE,PEKING,0.33978515333430026,0.734018329343715,False,False
7,7,NEUROIMAGE,PEKING,0.335565719108676,0.7371983786103102,True,False
7,8,NEUROIMAGE,PEKING,2.088154072738198,0.03678393868950025,False,False
7,9,NEUROIMAGE,PEKING,0.3306213664036334,0.740930504986523,False,False
7,10,NEUROIMAGE,PEKING,0.44586950124201336,0.6556915140832515,False,False
7,11,NEUROIMAGE,PEKING,2.5588958188811386,0.010500520456637625,False,False
7,12,NEUROIMAGE,PEKING,2.0553726770302267,0.03984302247527398,False,False
7,13,NEUROIMAGE,PEKING,0.2954526389655778,0.7676481268714228,False,False
7,14,NEUROIMAGE,PEKING,0.22730561527139787,0.8201861070284133,False,False
7,15,NEUROIMAGE,PEKING,0.2790827014886761,0.7801813581373835,False,False
